county,state,voteshare,year,dem1912_3party,note,incparty,incumbency,attacks,electionyearattacks,coastal
HUMBOLDT,CA,1,1940,NA,.,1,1,0,0,1
HUMBOLDT,CA,0.5697091221809387,1944,NA,.,1,1,0,0,1
HUMBOLDT,CA,0.5062761306762695,1948,NA,.,1,1,0,0,1
HUMBOLDT,CA,0.3977387547492981,1952,NA,.,1,0,0,0,1
HUMBOLDT,CA,0.4722999930381775,1956,NA,.,-1,-1,0,0,1
HUMBOLDT,CA,0.5300999879837036,1960,NA,.,-1,0,0,0,1
HUMBOLDT,CA,0.6639999747276306,1964,NA,.,1,1,0,0,1
HUMBOLDT,CA,0.49630001187324524,1968,NA,.,1,0,0,0,1
HUMBOLDT,CA,0.4860999882221222,1972,NA,.,-1,-1,0,0,1
HUMBOLDT,CA,0.5658000111579895,1976,NA,.,-1,-1,0,0,1
HUMBOLDT,CA,0.41609999537467957,1980,NA,.,1,1,0,0,1
HUMBOLDT,CA,0.47540000081062317,1984,NA,.,-1,-1,0,0,1
HUMBOLDT,CA,0.5812000036239624,1988,NA,.,-1,0,0,0,1
HUMBOLDT,CA,0.6118999719619751,1992,NA,.,-1,-1,0,0,1
HUMBOLDT,CA,0.5543000102043152,1996,NA,.,1,1,0,0,1
HUMBOLDT,CA,0.5170000195503235,2e3,NA,.,1,0,0,0,1
HUMBOLDT,CA,0.5963000059127808,2004,NA,.,-1,-1,0,0,1
HUMBOLDT,CA,0.646399974822998,2008,NA,.,-1,0,0,0,1
HUMBOLDT,CA,0.6466781497001648,2012,NA,.,1,1,0,0,1
IMPERIAL,CA,0.42650604248046875,1908,NA,.,-1,0,0,0,0
IMPERIAL,CA,0.9897172451019287,1912,0.47472256422042847,.,-1,-1,0,0,0
IMPERIAL,CA,0.5479910373687744,1916,NA,.,1,1,0,0,0
IMPERIAL,CA,0.3011917471885681,1920,NA,.,1,0,0,0,0
IMPERIAL,CA,0.17973856627941132,1924,NA,.,-1,-1,0,0,0
IMPERIAL,CA,0.31794872879981995,1928,NA,.,-1,0,0,0,0
IMPERIAL,CA,0.6988577246665955,1932,NA,.,-1,-1,0,0,0
IMPERIAL,CA,0.6135216951370239,1936,NA,.,1,1,0,0,0
IMPERIAL,CA,1,1940,NA,.,1,1,0,0,0
IMPERIAL,CA,0.4598393440246582,1944,NA,.,1,1,0,0,0
IMPERIAL,CA,0.46051284670829773,1948,NA,.,1,1,0,0,0
IMPERIAL,CA,0.377064049243927,1952,NA,.,1,0,0,0,0
IMPERIAL,CA,0.43779999017715454,1956,NA,.,-1,-1,0,0,0
IMPERIAL,CA,0.46230000257492065,1960,NA,.,-1,0,0,0,0
IMPERIAL,CA,0.5188999772071838,1964,NA,.,1,1,0,0,0
IMPERIAL,CA,0.40880000591278076,1968,NA,.,1,0,0,0,0
IMPERIAL,CA,0.3601999878883362,1972,NA,.,-1,-1,0,0,0
IMPERIAL,CA,0.4909999966621399,1976,NA,.,-1,-1,0,0,0
IMPERIAL,CA,0.39750000834465027,1980,NA,.,1,1,0,0,0
IMPERIAL,CA,0.3732999861240387,1984,NA,.,-1,-1,0,0,0
IMPERIAL,CA,0.44279998540878296,1988,NA,.,-1,0,0,0,0
IMPERIAL,CA,0.5322999954223633,1992,NA,.,-1,-1,0,0,0
IMPERIAL,CA,0.600600004196167,1996,NA,.,1,1,0,0,0
IMPERIAL,CA,0.5529000163078308,2e3,NA,.,1,0,0,0,0
IMPERIAL,CA,0.5306000113487244,2004,NA,.,-1,-1,0,0,0
IMPERIAL,CA,0.6330000162124634,2008,NA,.,-1,0,0,0,0
IMPERIAL,CA,0.6630047559738159,2012,NA,.,1,1,0,0,0
INYO,CA,0.460999995470047,1872,NA,.,-1,-1,0,0,0
INYO,CA,0.5220000147819519,1876,NA,.,-1,0,0,0,0
INYO,CA,0.460999995470047,1880,NA,.,-1,0,0,0,0
INYO,CA,0.4506172835826874,1884,NA,.,-1,0,0,0,0
INYO,CA,0.3840503394603729,1888,NA,.,1,1,0,0,0
INYO,CA,0.39336493611335754,1892,NA,.,-1,-1,0,0,0
INYO,CA,0.6505652666091919,1896,NA,.,1,0,0,0,0
INYO,CA,0.5601659417152405,1900,NA,.,-1,-1,0,0,0
INYO,CA,0.3341260552406311,1904,NA,.,-1,0,0,0,0
INYO,CA,0.5148279666900635,1908,NA,.,-1,0,0,0,0
INYO,CA,0.9900000095367432,1912,0.6470588445663452,.,-1,-1,0,0,0
INYO,CA,0.5339265465736389,1916,NA,.,1,1,0,0,0
INYO,CA,0.36302894353866577,1920,NA,.,1,0,0,0,0
INYO,CA,0.21262457966804504,1924,NA,.,-1,-1,0,0,0
INYO,CA,0.42268040776252747,1928,NA,.,-1,0,0,0,0
INYO,CA,0.6764397621154785,1932,NA,.,-1,-1,0,0,0
INYO,CA,0.6309403777122498,1936,NA,.,1,1,0,0,0
INYO,CA,1,1940,NA,.,1,1,0,0,0
INYO,CA,0.4924774467945099,1944,NA,.,1,1,0,0,0
INYO,CA,0.41875001788139343,1948,NA,.,1,1,0,0,0
INYO,CA,0.3086978495121002,1952,NA,.,1,0,0,0,0
INYO,CA,0.3357999920845032,1956,NA,.,-1,-1,0,0,0
INYO,CA,0.4519999921321869,1960,NA,.,-1,0,0,0,0
INYO,CA,0.5346999764442444,1964,NA,.,1,1,0,0,0
INYO,CA,0.3885999917984009,1968,NA,.,1,0,0,0,0
INYO,CA,0.29159998893737793,1972,NA,.,-1,-1,0,0,0
INYO,CA,0.40290001034736633,1976,NA,.,-1,-1,0,0,0
INYO,CA,0.2856999933719635,1980,NA,.,1,1,0,0,0
INYO,CA,0.28700000047683716,1984,NA,.,-1,-1,0,0,0
INYO,CA,0.3447999954223633,1988,NA,.,-1,0,0,0,0
INYO,CA,0.4221000075340271,1992,NA,.,-1,-1,0,0,0
INYO,CA,0.3986000120639801,1996,NA,.,1,1,0,0,0
INYO,CA,0.36010000109672546,2e3,NA,.,1,0,0,0,0
INYO,CA,0.3968999981880188,2004,NA,.,-1,-1,0,0,0
INYO,CA,0.4528000056743622,2008,NA,.,-1,0,0,0,0
INYO,CA,0.44083237648010254,2012,NA,.,1,1,0,0,0
KERN,CA,0.6200000047683716,1872,NA,.,-1,-1,0,0,0
KERN,CA,0.6029999852180481,1876,NA,.,-1,0,0,0,0
KERN,CA,0.5885311961174011,1880,NA,.,-1,0,0,0,0
KERN,CA,0.571865439414978,1884,NA,.,-1,0,0,0,0
KERN,CA,0.5743589997291565,1888,NA,.,1,1,0,0,0
KERN,CA,0.5606229305267334,1892,NA,.,-1,-1,0,0,0
KERN,CA,0.5521472692489624,1896,NA,.,1,0,0,0,0
KERN,CA,0.5362614989280701,1900,NA,.,-1,-1,0,0,0
KERN,CA,0.4221724569797516,1904,NA,.,-1,0,0,0,0
KERN,CA,0.49389567971229553,1908,NA,.,-1,0,0,0,0
KERN,CA,0.9885277152061462,1912,0.5997679829597473,.,-1,-1,0,0,0
KERN,CA,0.6305263042449951,1916,NA,.,1,1,0,0,0
KERN,CA,0.46271929144859314,1920,NA,.,1,0,0,0,0
KERN,CA,0.2670906186103821,1924,NA,.,-1,-1,0,0,0
KERN,CA,0.3702950179576874,1928,NA,.,-1,0,0,0,0
KERN,CA,0.7368972897529602,1932,NA,.,-1,-1,0,0,0
KERN,CA,0.7550607323646545,1936,NA,.,1,1,0,0,0
KERN,CA,1,1940,NA,.,1,1,0,0,0
KERN,CA,0.5582329034805298,1944,NA,.,1,1,0,0,0
KERN,CA,0.5746421217918396,1948,NA,.,1,1,0,0,0
KERN,CA,0.44765743613243103,1952,NA,.,1,0,0,0,0
KERN,CA,0.48500001430511475,1956,NA,.,-1,-1,0,0,0
KERN,CA,0.4934999942779541,1960,NA,.,-1,0,0,0,0
KERN,CA,0.5877000093460083,1964,NA,.,1,1,0,0,0
KERN,CA,0.4772000014781952,1968,NA,.,1,0,0,0,0
KERN,CA,0.36910000443458557,1972,NA,.,-1,-1,0,0,0
KERN,CA,0.4657000005245209,1976,NA,.,-1,-1,0,0,0
KERN,CA,0.36070001125335693,1980,NA,.,1,1,0,0,0
KERN,CA,0.3434000015258789,1984,NA,.,-1,-1,0,0,0
KERN,CA,0.3781999945640564,1988,NA,.,-1,0,0,0,0
KERN,CA,0.42829999327659607,1992,NA,.,-1,-1,0,0,0
KERN,CA,0.40470001101493835,1996,NA,.,1,1,0,0,0
KERN,CA,0.3736000061035156,2e3,NA,.,1,0,0,0,0
KERN,CA,0.32820001244544983,2004,NA,.,-1,-1,0,0,0
KERN,CA,0.40950000286102295,2008,NA,.,-1,0,0,0,0
KERN,CA,0.41412174701690674,2012,NA,.,1,1,0,0,0
KINGS,CA,0.56154632568359375,1896,NA,.,1,0,0,0,0
KINGS,CA,0.4581589996814728,1900,NA,.,-1,-1,0,0,0
KINGS,CA,0.34850165247917175,1904,NA,.,-1,0,0,0,0
KINGS,CA,0.4179431200027466,1908,NA,.,-1,0,0,0,0
KINGS,CA,1,1912,0.5810968279838562,.,-1,-1,0,0,0
KINGS,CA,0.5661202073097229,1916,NA,.,1,1,0,0,0
KINGS,CA,0.3635394275188446,1920,NA,.,1,0,0,0,0
KINGS,CA,0.28263989090919495,1924,NA,.,-1,-1,0,0,0
KINGS,CA,0.4821246266365051,1928,NA,.,-1,0,0,0,0
KINGS,CA,0.7210031151771545,1932,NA,.,-1,-1,0,0,0
KINGS,CA,0.7601214647293091,1936,NA,.,1,1,0,0,0
KINGS,CA,1,1940,NA,.,1,1,0,0,0
KINGS,CA,0.6552419066429138,1944,NA,.,1,1,0,0,0
KINGS,CA,0.6172839403152466,1948,NA,.,1,1,0,0,0
KINGS,CA,0.5100765824317932,1952,NA,.,1,0,0,0,0
KINGS,CA,0.5759999752044678,1956,NA,.,-1,-1,0,0,0
KINGS,CA,0.5745000243186951,1960,NA,.,-1,0,0,0,0
KINGS,CA,0.6944000124931335,1964,NA,.,1,1,0,0,0
KINGS,CA,0.5257999897003174,1968,NA,.,1,0,0,0,0
KINGS,CA,0.4090000092983246,1972,NA,.,-1,-1,0,0,0
KINGS,CA,0.49380001425743103,1976,NA,.,-1,-1,0,0,0
KINGS,CA,0.40939998626708984,1980,NA,.,1,1,0,0,0
KINGS,CA,0.3540000021457672,1984,NA,.,-1,-1,0,0,0
KINGS,CA,0.4300000071525574,1988,NA,.,-1,0,0,0,0
KINGS,CA,0.48330000042915344,1992,NA,.,-1,-1,0,0,0
KINGS,CA,0.4763999879360199,1996,NA,.,1,1,0,0,0
KINGS,CA,0.4027000069618225,2e3,NA,.,1,0,0,0,0
KINGS,CA,0.3402999937534332,2004,NA,.,-1,-1,0,0,0
KINGS,CA,0.42800000309944153,2008,NA,.,-1,0,0,0,0
KINGS,CA,0.42347514629364014,2012,NA,.,1,1,0,0,0
KLAMATH,CA,0.5950000286102295,1872,NA,.,-1,-1,0,0,0
LAKE,CA,0.6385542154312134,1872,NA,.,-1,-1,0,0,0
LAKE,CA,0.6499999761581421,1876,NA,.,-1,0,0,0,0
LAKE,CA,0.5983854532241821,1880,NA,.,-1,0,0,0,0
LAKE,CA,0.5757271647453308,1884,NA,.,-1,0,0,0,0
LAKE,CA,0.542303740978241,1888,NA,.,1,1,0,0,0
LAKE,CA,0.5486618280410767,1892,NA,.,-1,-1,0,0,0
LAKE,CA,0,1896,NA,.,1,0,0,0,0
LAKE,CA,0.5609756112098694,1900,NA,.,-1,-1,0,0,0
LAKE,CA,0.4805491864681244,1904,NA,.,-1,0,0,0,0
LAKE,CA,0.501165509223938,1908,NA,.,-1,0,0,0,0
LAKE,CA,1,1912,0.6329268217086792,.,-1,-1,0,0,0
LAKE,CA,0.594748854637146,1916,NA,.,1,1,0,0,0
LAKE,CA,0.3651498556137085,1920,NA,.,1,0,0,0,0
LAKE,CA,0.2466442883014679,1924,NA,.,-1,-1,0,0,0
LAKE,CA,0.34400826692581177,1928,NA,.,-1,0,0,0,0
LAKE,CA,0.6433709859848022,1932,NA,.,-1,-1,0,0,0
LAKE,CA,0.5055837631225586,1936,NA,.,1,1,0,0,0
LAKE,CA,1,1940,NA,.,1,1,0,0,0
LAKE,CA,0.4477911591529846,1944,NA,.,1,1,0,0,0
LAKE,CA,0.3955696225166321,1948,NA,.,1,1,0,0,0
LAKE,CA,0.31719887256622314,1952,NA,.,1,0,0,0,0
LAKE,CA,0.3492000102996826,1956,NA,.,-1,-1,0,0,0
LAKE,CA,0.40959998965263367,1960,NA,.,-1,0,0,0,0
LAKE,CA,0.5641000270843506,1964,NA,.,1,1,0,0,0
LAKE,CA,0.45829999446868896,1968,NA,.,1,0,0,0,0
LAKE,CA,0.4212999939918518,1972,NA,.,-1,-1,0,0,0
LAKE,CA,0.5385000109672546,1976,NA,.,-1,-1,0,0,0
LAKE,CA,0.4009000062942505,1980,NA,.,1,1,0,0,0
LAKE,CA,0.4429999887943268,1984,NA,.,-1,-1,0,0,0
LAKE,CA,0.5120000243186951,1988,NA,.,-1,0,0,0,0
LAKE,CA,0.6122999787330627,1992,NA,.,-1,-1,0,0,0
LAKE,CA,0.5831000208854675,1996,NA,.,1,1,0,0,0
LAKE,CA,0.5519999861717224,2e3,NA,.,1,0,0,0,0
LAKE,CA,0.5422999858856201,2004,NA,.,-1,-1,0,0,0
LAKE,CA,0.5992000102996826,2008,NA,.,-1,0,0,0,0
LAKE,CA,0.5885983109474182,2012,NA,.,1,1,0,0,0
LASSEN,CA,0.3330000042915344,1872,NA,.,-1,-1,0,0,0
LASSEN,CA,0.4699999988079071,1876,NA,.,-1,0,0,0,0
LASSEN,CA,0.48230087757110596,1880,NA,.,-1,0,0,0,0
LASSEN,CA,0.5190133452415466,1884,NA,.,-1,0,0,0,0
LASSEN,CA,0.5229358077049255,1888,NA,.,1,1,0,0,0
LASSEN,CA,0.49261605739593506,1892,NA,.,-1,-1,0,0,0
LASSEN,CA,0.4852767884731293,1896,NA,.,1,0,0,0,0
LASSEN,CA,0.37299033999443054,1900,NA,.,-1,-1,0,0,0
LASSEN,CA,0.34414225816726685,1904,NA,.,-1,0,0,0,0
LASSEN,CA,0.3960177004337311,1908,NA,.,-1,0,0,0,0
LASSEN,CA,0.9620253443717957,1912,0.5241379141807556,.,-1,-1,0,0,0
LASSEN,CA,0.600862979888916,1916,NA,.,1,1,0,0,0
LASSEN,CA,0.28862661123275757,1920,NA,.,1,0,0,0,0
LASSEN,CA,0.24907748401165009,1924,NA,.,-1,-1,0,0,0
LASSEN,CA,0.4337714910507202,1928,NA,.,-1,0,0,0,0
LASSEN,CA,0.7235354781150818,1932,NA,.,-1,-1,0,0,0
LASSEN,CA,0.8022199869155884,1936,NA,.,1,1,0,0,0
LASSEN,CA,1,1940,NA,.,1,1,0,0,0
LASSEN,CA,0.6599799394607544,1944,NA,.,1,1,0,0,0
LASSEN,CA,0.6491228342056274,1948,NA,.,1,1,0,0,0
LASSEN,CA,0.5682252645492554,1952,NA,.,1,0,0,0,0
LASSEN,CA,0.5738999843597412,1956,NA,.,-1,-1,0,0,0
LASSEN,CA,0.5947999954223633,1960,NA,.,-1,0,0,0,0
LASSEN,CA,0.6571999788284302,1964,NA,.,1,1,0,0,0
LASSEN,CA,0.5343999862670898,1968,NA,.,1,0,0,0,0
LASSEN,CA,0.4641999900341034,1972,NA,.,-1,-1,0,0,0
LASSEN,CA,0.5583000183105469,1976,NA,.,-1,-1,0,0,0
LASSEN,CA,0.39719998836517334,1980,NA,.,1,1,0,0,0
LASSEN,CA,0.3781000077724457,1984,NA,.,-1,-1,0,0,0
LASSEN,CA,0.40059998631477356,1988,NA,.,-1,0,0,0,0
LASSEN,CA,0.4690000116825104,1992,NA,.,-1,-1,0,0,0
LASSEN,CA,0.3898000121116638,1996,NA,.,1,1,0,0,0
LASSEN,CA,0.2964000105857849,2e3,NA,.,1,0,0,0,0
LASSEN,CA,0.2799000144004822,2004,NA,.,-1,-1,0,0,0
LASSEN,CA,0.3240000009536743,2008,NA,.,-1,0,0,0,0
LASSEN,CA,0.29500412940979004,2012,NA,.,1,1,0,0,0
LOS ANGELES,CA,0.48415300250053406,1872,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.5430861711502075,1876,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.4947257339954376,1880,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.45521602034568787,1884,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.42283299565315247,1888,NA,.,1,1,0,0,1
LOS ANGELES,CA,0.4422360062599182,1892,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.420560747385025,1896,NA,.,1,0,0,0,1
LOS ANGELES,CA,0.40645161271095276,1900,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.2344827651977539,1904,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.34712645411491394,1908,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.9625360369682312,1912,0.4149068593978882,.,-1,-1,0,0,1
LOS ANGELES,CA,0.45708155632019043,1916,NA,.,1,1,0,0,1
LOS ANGELES,CA,0.23814775049686432,1920,NA,.,1,0,0,0,1
LOS ANGELES,CA,0.10027472674846649,1924,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.2928571403026581,1928,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.5970772504806519,1932,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.679513156414032,1936,NA,.,1,1,0,0,1
LOS ANGELES,CA,1,1940,NA,.,1,1,0,0,1
LOS ANGELES,CA,0.5708542466163635,1944,NA,.,1,1,0,0,1
LOS ANGELES,CA,0.5026738047599792,1948,NA,.,1,1,0,0,1
LOS ANGELES,CA,0.4364316761493683,1952,NA,.,1,0,0,0,1
LOS ANGELES,CA,0.44440001249313354,1956,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.5040000081062317,1960,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.5745999813079834,1964,NA,.,1,1,0,0,1
LOS ANGELES,CA,0.49129998683929443,1968,NA,.,1,0,0,0,1
LOS ANGELES,CA,0.4343000054359436,1972,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.5098000168800354,1976,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.44449999928474426,1980,NA,.,1,1,0,0,1
LOS ANGELES,CA,0.4487000107765198,1984,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.5253999829292297,1988,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.6439999938011169,1992,NA,.,-1,-1,1,0,1
LOS ANGELES,CA,0.6571000218391418,1996,NA,.,1,1,0,0,1
LOS ANGELES,CA,0.6624000072479248,2e3,NA,.,1,0,0,0,1
LOS ANGELES,CA,0.6392999887466431,2004,NA,.,-1,-1,0,0,1
LOS ANGELES,CA,0.7059000134468079,2008,NA,.,-1,0,0,0,1
LOS ANGELES,CA,0.7146226167678833,2012,NA,.,1,1,0,0,1
MADERA,CA,0,1896,NA,.,1,0,0,0,0
MADERA,CA,0.49077868461608887,1900,NA,.,-1,-1,0,0,0
MADERA,CA,0.43709325790405273,1904,NA,.,-1,0,0,0,0
MADERA,CA,0.4909090995788574,1908,NA,.,-1,0,0,0,0
MADERA,CA,1,1912,0.5501729846000671,.,-1,-1,0,0,0
MADERA,CA,0.5869565010070801,1916,NA,.,1,1,0,0,0
MADERA,CA,0.39144736528396606,1920,NA,.,1,0,0,0,0
MADERA,CA,0.2296564280986786,1924,NA,.,-1,-1,0,0,0
MADERA,CA,0.4482758641242981,1928,NA,.,-1,0,0,0,0
MADERA,CA,0.7358490228652954,1932,NA,.,-1,-1,0,0,0
MADERA,CA,0.7700915336608887,1936,NA,.,1,1,0,0,0
MADERA,CA,1,1940,NA,.,1,1,0,0,0
MADERA,CA,0.599194347858429,1944,NA,.,1,1,0,0,0
MADERA,CA,0.6049895882606506,1948,NA,.,1,1,0,0,0
MADERA,CA,0.5045444965362549,1952,NA,.,1,0,0,0,0
MADERA,CA,0.5774999856948853,1956,NA,.,-1,-1,0,0,0
MADERA,CA,0.5806000232696533,1960,NA,.,-1,0,0,0,0
MADERA,CA,0.6779999732971191,1964,NA,.,1,1,0,0,0
MADERA,CA,0.5267000198364258,1968,NA,.,1,0,0,0,0
MADERA,CA,0.45649999380111694,1972,NA,.,-1,-1,0,0,0
MADERA,CA,0.5270000100135803,1976,NA,.,-1,-1,0,0,0
MADERA,CA,0.42340001463890076,1980,NA,.,1,1,0,0,0
MADERA,CA,0.3919000029563904,1984,NA,.,-1,-1,0,0,0
MADERA,CA,0.44530001282691956,1988,NA,.,-1,0,0,0,0
MADERA,CA,0.45399999618530273,1992,NA,.,-1,-1,0,0,0
MADERA,CA,0.40529999136924744,1996,NA,.,1,1,0,0,0
MADERA,CA,0.36480000615119934,2e3,NA,.,1,0,0,0,0
MADERA,CA,0.351500004529953,2004,NA,.,-1,-1,0,0,0
MADERA,CA,0.43220001459121704,2008,NA,.,-1,0,0,0,0
MADERA,CA,0.4121025502681732,2012,NA,.,1,1,0,0,0
MARIN,CA,0.26726728677749634,1872,NA,.,-1,-1,0,0,1
MARIN,CA,0.4870000183582306,1876,NA,.,-1,0,0,0,1
MARIN,CA,0.4246435761451721,1880,NA,.,-1,0,0,0,1
MARIN,CA,0.4607645869255066,1884,NA,.,-1,0,0,0,1
MARIN,CA,0.4612244963645935,1888,NA,.,1,1,0,0,1
MARIN,CA,0.4435233175754547,1892,NA,.,-1,-1,0,0,1
MARIN,CA,0.35232067108154297,1896,NA,.,1,0,0,0,1
MARIN,CA,0.34969326853752136,1900,NA,.,-1,-1,0,0,1
MARIN,CA,0.2594142258167267,1904,NA,.,-1,0,0,0,1
MARIN,CA,0.26508620381355286,1908,NA,.,-1,0,0,0,1
MARIN,CA,1,1912,0.508571445941925,.,-1,-1,0,0,1
MARIN,CA,0.4664536714553833,1916,NA,.,1,1,0,0,1
MARIN,CA,0.23893804848194122,1920,NA,.,1,0,0,0,1
MARIN,CA,0.10234899073839188,1924,NA,.,-1,-1,0,0,1
MARIN,CA,0.420040488243103,1928,NA,.,-1,0,0,0,1
MARIN,CA,0.6014644503593445,1932,NA,.,-1,-1,0,0,1
MARIN,CA,0.6619433164596558,1936,NA,.,1,1,0,0,1
MARIN,CA,1,1940,NA,.,1,1,0,0,1
MARIN,CA,0.5215646624565125,1944,NA,.,1,1,0,0,1
MARIN,CA,0.4008394777774811,1948,NA,.,1,1,0,0,1
MARIN,CA,0.3249090313911438,1952,NA,.,1,0,0,0,1
MARIN,CA,0.3386000096797943,1956,NA,.,-1,-1,0,0,1
MARIN,CA,0.42570000886917114,1960,NA,.,-1,0,0,0,1
MARIN,CA,0.6183000206947327,1964,NA,.,1,1,0,0,1
MARIN,CA,0.4668999910354614,1968,NA,.,1,0,0,0,1
MARIN,CA,0.46700000762939453,1972,NA,.,-1,-1,0,0,1
MARIN,CA,0.44929999113082886,1976,NA,.,-1,-1,0,0,1
MARIN,CA,0.44119998812675476,1980,NA,.,1,1,0,0,1
MARIN,CA,0.50279998779296875,1984,NA,.,-1,-1,0,0,1
MARIN,CA,0.5968999862670898,1988,NA,.,-1,0,0,0,1
MARIN,CA,0.7142000198364258,1992,NA,.,-1,-1,0,0,1
MARIN,CA,0.67330002784729,1996,NA,.,1,1,0,0,1
MARIN,CA,0.694100022315979,2e3,NA,.,1,0,0,0,1
MARIN,CA,0.7423999905586243,2004,NA,.,-1,-1,0,0,1
MARIN,CA,0.7939000129699707,2008,NA,.,-1,0,0,0,1
MARIN,CA,0.7638345956802368,2012,NA,.,1,1,0,0,1
MARIPOSA,CA,0.4779999852180481,1872,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.6029999852180481,1876,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.5809999704360962,1880,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.5660569071769714,1884,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.5583756566047668,1888,NA,.,1,1,0,0,0
MARIPOSA,CA,0.5658324360847473,1892,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.5308057069778442,1896,NA,.,1,0,0,0,0
MARIPOSA,CA,0.5870445370674133,1900,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.5147392153739929,1904,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.5768348574638367,1908,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.971947193145752,1912,0.6785714030265808,.,-1,-1,0,0,0
MARIPOSA,CA,0.6395604610443115,1916,NA,.,1,1,0,0,0
MARIPOSA,CA,0.3984799087047577,1920,NA,.,1,0,0,0,0
MARIPOSA,CA,0.3266666531562805,1924,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.446961909532547,1928,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.7120419144630432,1932,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.7545638680458069,1936,NA,.,1,1,0,0,0
MARIPOSA,CA,1,1940,NA,.,1,1,0,0,0
MARIPOSA,CA,0.5548841953277588,1944,NA,.,1,1,0,0,0
MARIPOSA,CA,0.41588294506073,1948,NA,.,1,1,0,0,0
MARIPOSA,CA,0.3329950273036957,1952,NA,.,1,0,0,0,0
MARIPOSA,CA,0.3953000009059906,1956,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.45559999346733093,1960,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.5741000175476074,1964,NA,.,1,1,0,0,0
MARIPOSA,CA,0.4424000084400177,1968,NA,.,1,0,0,0,0
MARIPOSA,CA,0.41200000047683716,1972,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.5098999738693237,1976,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.3799999952316284,1980,NA,.,1,1,0,0,0
MARIPOSA,CA,0.37549999356269836,1984,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.4431000053882599,1988,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.5034000277519226,1992,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.42340001463890076,1996,NA,.,1,1,0,0,0
MARIPOSA,CA,0.3732999861240387,2e3,NA,.,1,0,0,0,0
MARIPOSA,CA,0.3840000033378601,2004,NA,.,-1,-1,0,0,0
MARIPOSA,CA,0.43630000948905945,2008,NA,.,-1,0,0,0,0
MARIPOSA,CA,0.40498021245002747,2012,NA,.,1,1,0,0,0
MENDOCINO,CA,0.5225603580474854,1872,NA,.,-1,-1,0,0,1
MENDOCINO,CA,0.5799999833106995,1876,NA,.,-1,0,0,0,1
MENDOCINO,CA,0.5753012299537659,1880,NA,.,-1,0,0,0,1
MENDOCINO,CA,0.5466805100440979,1884,NA,.,-1,0,0,0,1
MENDOCINO,CA,0.5395683646202087,1888,NA,.,1,1,0,0,1
MENDOCINO,CA,0.5426695942878723,1892,NA,.,-1,-1,0,0,1
MENDOCINO,CA,0.4542410671710968,1896,NA,.,1,0,0,0,1
MENDOCINO,CA,0.4593496024608612,1900,NA,.,-1,-1,0,0,1
MENDOCINO,CA,0.33941999077796936,1904,NA,.,-1,0,0,0,1
MENDOCINO,CA,0.3896816670894623,1908,NA,.,-1,0,0,0,1
MENDOCINO,CA,0.9955157041549683,1912,0.5273159146308899,.,-1,-1,0,0,1
MENDOCINO,CA,0.49075081944465637,1916,NA,.,1,1,0,0,1
MENDOCINO,CA,0.28679654002189636,1920,NA,.,1,0,0,0,1
MENDOCINO,CA,0.17518247663974762,1924,NA,.,-1,-1,0,0,1
MENDOCINO,CA,0.35596707463264465,1928,NA,.,-1,0,0,0,1
MENDOCINO,CA,0.6356107592582703,1932,NA,.,-1,-1,0,0,1
MENDOCINO,CA,0.6371951103210449,1936,NA,.,1,1,0,0,1
MENDOCINO,CA,1,1940,NA,.,1,1,0,0,1
MENDOCINO,CA,0.5396188497543335,1944,NA,.,1,1,0,0,1
